"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 05 15:24:16 CST 2022","Thu May 05 15:24:16 CST 2022","0","test_cases.test_frontpage","test_system_overview","Test_System_Overview","","","test_","
        id:343
        name:预警系统-遥感管理列表自动化测试用例
        "
